# image  energy(eV)  status
image001      0.0000000000  FIXED
image002     -5.7105524042  FREE
image003     -7.9015411904  FREE
image004     -8.8312910146  FREE
image005     -8.2511618830  FREE
image006     -6.1413270292  FREE
image007     -6.6253390474  FREE
image008     -8.5013128378  FREE
image009     -8.9205171850  FREE
image010     -7.9185838729  FREE
image011     -5.5405959545  FREE
image012     -0.0207894281  FIXED
