# image  energy(eV)  status
image001      0.0000000000  FIXED
image002     -1.7844779109  FREE
image003     -2.0020002085  FREE
image004      0.8216985371  FREE
image005     11.2886066735  FREE
image006     18.1023349501  FREE
image007     17.5836301718  FREE
image008     11.0099966485  FREE
image009      0.9461806467  FREE
image010     -2.0783772126  FREE
image011     -1.8256654086  FREE
image012     -0.0207894281  FIXED
