# image  energy(eV)  status
image001      0.0000000000  FIXED
image002    -15.6911766405  FREE
image003    -20.7389017414  FREE
image004    -24.0737863459  FREE
image005    -26.4853405179  FREE
image006    -28.1263714442  FREE
image007    -27.8377594441  FREE
image008    -25.4932727199  FREE
image009    -21.9267032105  FREE
image010    -17.3455636221  FREE
image011    -12.2121161376  FREE
image012     -0.0207894281  FIXED
