# image  energy(eV)  status
image001      0.0000000000  FIXED
image002      3.4036378115  FREE
image003     14.9932207693  FREE
image004     34.9777364713  FREE
image005     58.0769348944  FREE
image006     74.0525207764  FREE
image007     74.1132169348  FREE
image008     58.2175944995  FREE
image009     35.1185400744  FREE
image010     15.0635362551  FREE
image011      3.4116178383  FREE
image012     -0.0207894281  FIXED
