# image  energy(eV)  status
image001      0.0000000000  FIXED
image002     -3.5335374410  FREE
image003     -4.8244472060  FREE
image004     -1.7319292653  FREE
image005      4.9701088490  FREE
image006      7.4947946736  FREE
image007      7.0105017675  FREE
image008      4.2509005532  FREE
image009     -1.8149931609  FREE
image010     -4.9416990827  FREE
image011     -3.6193866280  FREE
image012     -0.0207894281  FIXED
