# image  energy(eV)  status
image001      0.0000000000  FIXED
image002     -6.6650095909  FREE
image003     -9.3619526360  FREE
image004    -11.2728514641  FREE
image005    -11.6119750303  FREE
image006    -11.3266843238  FREE
image007    -10.0471991083  FREE
image008    -11.5370219385  FREE
image009    -11.3531422620  FREE
image010     -9.1247429625  FREE
image011     -6.3295960352  FREE
image012     -0.0207894281  FIXED
