# image  energy(eV)  status
image001      0.0000000000  FIXED
image002      0.0500267019  FREE
image003      1.8131790995  FREE
image004      4.8658720990  FREE
image005     12.7213740369  FREE
image006     24.3442830064  FREE
image007     24.8273700953  FREE
image008     13.0995081813  FREE
image009      4.9458249361  FREE
image010      1.8616128711  FREE
image011      0.0476906949  FREE
image012     -0.0207894281  FIXED
