# image  energy(eV)  status
image001      0.0000000000  FIXED
image002     -7.5865592753  FREE
image003    -10.6503160909  FREE
image004    -13.3282984070  FREE
image005    -14.5280248445  FREE
image006    -13.5832980141  FREE
image007    -14.4631879373  FREE
image008    -14.4791368080  FREE
image009    -13.2138216088  FREE
image010    -10.1595184803  FREE
image011     -7.0583574744  FREE
image012     -0.0207894281  FIXED
